2022-07-25 14:28:14,Friends of Cornchip ,new_nation_with_pop,valid,1,1,0.004208319005556405
2022-07-25 14:28:14,Friends of Cornchip ,new_nation_with_pop,valid,101,4,0.004157885094173253
2022-07-25 14:28:14,Friends of Cornchip ,new_nation_with_pop,valid,201,6,0.004696135991252959
2022-07-25 14:28:14,Friends of Cornchip ,new_nation_with_pop,valid,301,9,0.005710562923923135
2022-07-25 14:28:14,Friends of Cornchip ,new_nation_with_pop,valid,401,12,0.007313708076253533
2022-07-25 14:28:14,Friends of Cornchip ,new_nation_with_pop,valid,501,14,0.008910623961128294
2022-07-25 14:28:14,Friends of Cornchip ,new_nation_with_pop,valid,601,16,0.010325634037144482
2022-07-25 14:28:14,Friends of Cornchip ,new_nation_with_pop,valid,701,19,0.012607467942871153
2022-07-25 14:28:14,Friends of Cornchip ,new_nation_with_pop,valid,801,21,0.015542219043709338
2022-07-25 14:28:15,Friends of Cornchip ,new_nation_with_pop,valid,901,24,0.018271276028826833
2022-07-25 14:28:15,Friends of Cornchip ,new_nation_with_pop,valid,1001,27,0.022266388055868447
2022-07-25 14:28:15,Friends of Cornchip ,new_nation_with_pop,valid,1101,30,0.028120514005422592
2022-07-25 14:28:15,Friends of Cornchip ,new_nation_with_pop,valid,1201,32,0.03064426896162331
2022-07-25 14:28:15,Friends of Cornchip ,new_nation_with_pop,valid,1301,35,0.035575521062128246
2022-07-25 14:28:15,Friends of Cornchip ,new_nation_with_pop,valid,1401,38,0.041438754997216165
2022-07-25 14:28:15,Friends of Cornchip ,new_nation_with_pop,valid,1501,42,0.0494418180314824
2022-07-25 14:28:15,Friends of Cornchip ,new_nation_with_pop,valid,1601,45,0.058466362999752164
2022-07-25 14:28:15,Friends of Cornchip ,new_nation_with_pop,valid,1701,47,0.06486461195163429
2022-07-25 14:28:15,Friends of Cornchip ,new_nation_with_pop,valid,1801,50,0.07035748707130551
2022-07-25 14:28:15,Friends of Cornchip ,new_nation_with_pop,valid,1901,53,0.08051678410265595
2022-07-25 14:28:15,Friends of Cornchip ,new_nation_with_pop,valid,2001,57,0.08917591499630362
2022-07-25 14:28:15,Friends of Cornchip ,new_nation_with_pop,valid,2101,59,0.10068547306582332
2022-07-25 14:28:15,Friends of Cornchip ,new_nation_with_pop,valid,2201,61,0.10221881000325084
2022-07-25 14:28:15,Friends of Cornchip ,new_nation_with_pop,valid,2301,64,0.1200106559554115
2022-07-25 14:28:16,Friends of Cornchip ,new_nation_with_pop,valid,2401,68,0.12797177210450172
2022-07-25 14:28:16,Friends of Cornchip ,new_nation_with_pop,valid,2501,72,0.14698143198620528
2022-07-25 14:28:16,Friends of Cornchip ,new_nation_with_pop,valid,2601,76,0.16074092802591622
2022-07-25 14:28:16,Friends of Cornchip ,new_nation_with_pop,valid,2701,79,0.17061354697216302
2022-07-25 14:28:16,Friends of Cornchip ,new_nation_with_pop,valid,2801,82,0.1884441659785807
2022-07-25 14:28:16,Friends of Cornchip ,new_nation_with_pop,valid,2901,85,0.2047572759911418
2022-07-25 14:28:17,Friends of Cornchip ,new_nation_with_pop,valid,3001,88,0.22218610602431
2022-07-25 14:28:17,Friends of Cornchip ,new_nation_with_pop,valid,3101,92,0.23110950808040798
2022-07-25 14:28:17,Friends of Cornchip ,new_nation_with_pop,valid,3201,95,0.25845656206365675
2022-07-25 14:28:17,Friends of Cornchip ,new_nation_with_pop,valid,3301,98,0.26654843997675925
2022-07-25 14:28:18,Friends of Cornchip ,new_nation_with_pop,valid,3401,101,0.2807899670442566
